,image,person,posture,body,female,male,dominant,center
1095,3_91143.jpg,yes,female laughing & female smiling,female upper body without legs & female upper body without legs,happy and sociable,no males present,neither,female
1096,3_92573.jpg,yes,"male, arms raised","male, upper body without legs",not applicable (no female shown),"joyful, triumphant",male,male
1097,3_93143.jpg,yes,"female, standing","female, upper body without legs",athletic and confident,no males shown,neither,female
1098,3_93413.jpg,yes,"female, looking back","female, upper body with legs","seductive, holding chocolate",no males portrayed,neither,female
1099,3_93483.jpg,yes,female-standing & male-standing,female-upper body with legs & male-upper body with legs,"confident, strong","focused, determined",neither,both
1100,3_93593.jpg,yes,"male, fighting stance","male, upper body with legs",no females portrayed,"confident, focused, strong",neither,male
1101,3_9473.jpg,yes,"female, seated","female, upper body with legs",fashionably and confidently,no males shown,neither,female
1102,3_94933.jpg,yes,"female, leaning forward","female, upper body with legs",confident and assertive,not applicable,neither,female
1103,3_94973.jpg,yes,"female, facing forward","female, face only","attractively, artistically",no males shown,neither,female
1104,3_95083.jpg,,,,,,,
1105,3_95193.jpg,yes,"female, facing forward &","female, upper body without legs &","attractive, confident",no males present,neither,female
1106,3_9613.jpg,yes,male standing & female leaning,male upper body without legs & female upper body without legs,"affectionate, welcomed","affectionate, protective",neither,both
1107,3_97423.jpg,yes,"female, seated","female, upper body without legs","confident, athletic",not applicable,neither,female
1108,3_97453.jpg,yes,"female, seated","female, upper body with legs","confident, stylish",no males portrayed,neither,female
1109,3_9833.jpg,yes,"female, standing","female, upper body with legs","confident, fashionable",no males present,neither,female
1110,4_100694.jpg,yes,"female, leaning","female, upper body with legs",sophisticated and elegant,not applicable,neither,female
1111,4_10204.jpg,yes,female standing & female standing & female standing,female upper body with legs & female upper body with legs & female upper body with legs,"socially engaging, playful",no males portrayed,neither,female
1112,4_102844.jpg,yes,female-lying & male-bending,female-upper body with legs & male-upper body with legs,"sensual, relaxed","athletic, powerful",both,both
1113,4_103364.jpg,yes,"female, sitting &","female, upper body with legs &",playful and joyful,no males shown,neither,female
1114,4_104144.jpg,yes,female standing,female upper body without legs,portrayed as healthy and happy,no males present,neither,female
1115,4_105754.jpg,yes,"male, running","male, upper body with legs",no females shown,"male portrayed actively, as a runner",neither,male
1116,4_106774.jpg,yes,"male, action pose & female, action pose","male, upper body with legs & female, upper body with legs",actively engaged in sporting activity,actively engaged in sporting activity,neither,both
1117,4_107894.jpg,yes,"female, standing & playing","female, upper body with legs",playful and active,no males present,neither,female
1118,4_107924.jpg,yes,"female, standing","female, upper body without legs",content and relaxed,not applicable (no males present),neither,female
1119,4_108014.jpg,yes,"female, standing","female, upper body without legs","confident, healthy, self-aware",no males portrayed,neither,female
1120,4_108074.jpg,yes,"female, sitting","female, upper body with legs","confident, relaxed",not applicable,neither,female
1121,4_11264.jpg,yes,"female, standing &","female, upper body with legs &","confident, fit",no males present,neither,female
1122,4_115464.jpg,yes,female standing & male standing & male standing & male standing,female upper body with legs & male upper body with legs & male upper body with legs & male upper body with legs,"confident, healthy","confident, strong",neither,both
1123,4_115554.jpg,yes,"female, standing &","female, upper body with legs &","attractive, playful",no males shown,neither,female
1124,4_116214.jpg,yes,"female, reclining","female, upper body without legs","suggestively, with empowerment",no males present,female,female
1125,4_116264.jpg,yes,"female, reclining &","female, upper body with legs &","vulnerable, nurturing",not applicable,neither,female
1126,4_116274.jpg,yes,"male, reclining","male, upper body with legs",not applicable,comically seductive,neither,male
1127,4_116294.jpg,yes,"female, seated &","female, upper body with legs &","confident, vulnerable.",no males portrayed.,neither,female
1128,4_116324.jpg,yes,female sitting & male sitting,female upper body with legs & male upper body without legs,"female: intimate, playful","male: active, intimate",neither,both
1129,4_116334.jpg,yes,"female, standing","female, upper body with legs","sensitively, with angelic attributes",no males present,neither,female
1130,4_116564.jpg,yes,female standing,female upper body with legs,"confident, compassionate",no male(s) shown,neither,female
1131,4_11874.jpg,yes,male standing & female standing & male standing & female sitting,male upper body with legs & female upper body with legs & male upper body with legs & female upper body without legs,playful and sociable,playful and celebratory,neither,both
1132,4_120264.jpg,yes,male-standing & male-standing & male-bent over,male-upper body with legs & male-upper body with legs & male-upper body with legs,no females depicted,males-portrayed in a playful manner,neither,male
1133,4_122114.jpg,yes,female standing & male standing,female upper body without legs & male upper body without legs,intimate and affectionate.,intimate and protective.,neither,both
1134,4_122124.jpg,yes,"female, standing &","female, upper body with legs &","seductively, confidently",no males present,neither,female
1135,4_122224.jpg,yes,"female, side profile","female, face only",stylish and confident,no males portrayed,neither,female
1136,4_123834.jpg,yes,female standing & female lifting & female jumping,female upper body with legs & female upper body with legs & female upper body with legs,"active, strong, and engaged in exercise",not applicable,neither,both
1137,4_123894.jpg,yes,"female, stepping up stairs &","female, upper body without legs &","active, athletic",no males shown,neither,female
1138,4_124284.jpg,yes,female standing & female leaning,female upper body with legs & female full body,"casual, confident",not applicable,neither,female
1139,4_125604.jpg,yes,"female, standing &","female, upper body with legs &","confident, outdoorsy.",no males shown.,neither,female
1140,4_125824.jpg,yes,female standing & female standing,female upper body with legs & female upper body with legs,confident and stylish,,neither,both
1141,4_125994.jpg,yes,female standing & female standing & female standing,female upper body with legs & female upper body with legs & female upper body with legs,"glamorous, attractive, confident",not applicable,neither,female
1142,4_130194.jpg,yes,male standing & female standing,male upper body without legs & female upper body without legs,"casually, intimate","casually, grooming",neither,both
1143,4_130344.jpg,yes,female standing & female standing & female standing,female upper body without legs & female upper body without legs & female upper body without legs,"attractively, confidently",no males present,neither,female
1144,4_130424.jpg,yes,"female, bending over","female, upper body with legs","suggestively, provocatively",no males present,female,female
1145,4_130494.jpg,yes,"female, kneeling","female, upper body with legs","confident, attractive",not applicable,neither,female
1146,4_13054.jpg,yes,"female, sitting &","female, upper body without legs &","attractively, contemplative",no males portrayed,neither,female
1147,4_130844.jpg,yes,"female, facing forward","female, face only","glamorously, as a beauty icon",there are no males portrayed.,neither,female
1148,4_131544.jpg,yes,"female, reclining","female, upper body with legs",casual and engaging,no males shown,neither,female
1149,4_132274.jpg,yes,"female, lying down &","female, upper body with legs &","sensual, alluring",no males to portray,neither,female
1150,4_133184.jpg,yes,"female, bent over &","female, upper body with legs &","energetic, athletic posture",no males shown,neither,female
1151,4_134584.jpg,yes,"female, sitting &","female, upper body without legs &","casual, contemplative",no males shown,neither,female
1152,4_134644.jpg,yes,"female, reclining &","female, upper body with legs &","casual, approachable",no males present,neither,female
1153,4_134854.jpg,yes,"female, sitting &","female, upper body with legs &","positive, casual, approachable",not applicable,neither,female
1154,4_137634.jpg,yes,female-standing & female-standing,female-upper body with legs & female-upper body with legs,"socially engaged, casual",not applicable,neither,female
1155,4_137824.jpg,yes,"female, sitting","female, upper body with legs",contemplative or introspective,not applicable,neither,female
1156,4_137994.jpg,yes,"female, crouching &","female, upper body with legs &","playfully, fashionably.",no males to portray.,neither,female
1157,4_139114.jpg,yes,"female, standing &","female, upper body with legs &","confident, casual",no males shown,neither,female
1158,4_139414.jpg,yes,"female, standing","female, upper body with legs","confidently, holding a tennis racket",not applicable,neither,female
1159,4_139474.jpg,yes,"female, standing","female, upper body with legs","refreshed, casual, confident",no males shown,neither,female
1160,4_14164.jpg,yes,"female, sitting &","female, upper body with legs &",happily using a product,not applicable,neither,female
1161,4_142844.jpg,yes,"female, sitting","female, upper body with legs",playful and relaxed,no male(s) portrayed,neither,female
1162,4_144824.jpg,yes,female standing,female upper body with legs,confident and stylish,no males present,neither,female
1163,4_145084.jpg,yes,"male, standing","male, upper body with legs",no females present,confident and strong,neither,male
1164,4_14744.jpg,yes,male sitting & male standing & male standing & ...,male upper body with legs & male upper body with legs & male upper body with legs & ...,no females present,"celebratory, triumphant, joyful",neither,male
1165,4_148264.jpg,yes,"female, standing","female, upper body without legs","casually, confidently",no males portrayed,neither,female
1166,4_150824.jpg,yes,"female, reclining&","female, upper body with legs&","relaxed, content, leisurely",no male shown,neither,female
1167,4_151354.jpg,yes,"female, standing","female, upper body with legs",confident and stylish,no males shown,neither,female
1168,4_151664.jpg,yes,"female, sitting","female, upper body with legs",relaxed and contemplative,no male depicted,neither,female
1169,4_151734.jpg,yes,female reclining & male seated,female upper body with legs & male upper body with legs,"sensually, alluringly","confidently, casually",neither,both
1170,4_153494.jpg,yes,female standing & male sitting,female upper body with legs & male upper body with legs,"female portrayed positively, smiling.","male: obscured, hard to assess portrayal.",neither,female
1171,4_156084.jpg,yes,"female, standing","female, upper body with legs","confident, fashionable",not applicable,neither,female
1172,4_157004.jpg,yes,"female, sitting &","female, upper body with legs &","confident, fashionable",no males portrayed,neither,female
1173,4_157124.jpg,yes,"female, leaning back","female, upper body without legs","glamorous, confident",no males present,neither,female
1174,4_157144.jpg,yes,female sitting & female reclining,female upper body with legs & female upper body with legs,"stylish, confident",not applicable,neither,female
1175,4_157424.jpg,yes,female standing & female standing,female upper body with legs & female upper body with legs,"confidently, modelling lingerie",no males in the image,neither,female
1176,4_157444.jpg,yes,"female, standing &","female, upper body with legs &",confident and stylish,no males shown,neither,female
1177,4_157454.jpg,yes,"female, standing","female, upper body without legs","confident, attractive",no males portrayed,neither,female
1178,4_157534.jpg,yes,"female, standing","female, upper body with legs","confident, glamorous",no males shown,neither,female
1179,4_157544.jpg,yes,"female, standing","female, upper body with legs","confident, attractive",no males depicted,neither,female
1180,4_157684.jpg,yes,female standing & female standing & female standing,female upper body without legs & female upper body without legs & female upper body without legs,"sensually, confidently",not applicable,neither,female
1181,4_157694.jpg,yes,"female, seated","female, upper body with legs","attractively, confidently",no males present,neither,female
1182,4_162984.jpg,yes,female seated & female seated & female seated,female upper body with legs & female upper body with legs & female upper body with legs,"posed, glamorous, stylish",not applicable,neither,female
1183,4_164374.jpg,yes,"female, standing","female, upper body with legs",confident and healthy,not applicable,neither,female
1184,4_165304.jpg,yes,"female, arms raised &","female, upper body with legs &","sensual, glamorous",no males portrayed,female,female
1185,4_17454.jpg,yes,female-standing & female-standing,female-upper body with legs & female-upper body with legs,"casually, in a playful manner",no males present,neither,female
1186,4_18544.jpg,yes,male standing & female leaning,male upper body with legs & female upper body with legs,"stylish, affectionate","confident, fashionable",neither,both
1187,4_18694.jpg,yes,male standing & female sitting,male upper body with legs & female upper body with legs,"casual, relaxed","relaxed, reserved",neither,female
1188,4_19734.jpg,yes,"female, smiling","female, upper body without legs","happy, carefree",no males present,neither,female
1189,4_20384.jpg,yes,female-standing &,female-upper body with legs &,"playful, confident",no males portrayed,neither,female
1190,4_20864.jpg,yes,"female, standing &","female, upper body with legs &",confidently,not applicable,neither,female
1191,4_20894.jpg,yes,male sitting & female straddling,male upper body with legs & female upper body with legs,"intimate, affectionate","intimate, affectionate",neither,both
1192,4_20904.jpg,yes,"female, seated","female, upper body with legs","confident, composed",not applicable,neither,female
1193,4_20954.jpg,yes,"female, standing","female, upper body with legs","confident, glamorous",not applicable,neither,female
1194,4_21094.jpg,yes,male leaning & female reclining,male upper body without legs & female upper body without legs,female portrayed in a relaxed manner,male portrayed in a supportive posture,neither,both
1195,4_23904.jpg,yes,"female, reclining pose","female, upper body with legs","confident, casual",no males present,neither,female
1196,4_24564.jpg,yes,"female, standing &","female, upper body without legs &","sensually, confidently",no males shown,neither,female
1197,4_2504.jpg,yes,"female, facing forward &","female, upper body without legs &","glamorous, seductive",no males present,neither,female
1198,4_28784.jpg,yes,"female, inverted & male, standing","female, upper body without legs & male, upper body with legs",active and flexible,strong and supportive,neither,both
1199,4_29144.jpg,yes,"female, head tilted slightly","female, face only","calm, attractive, with makeup",not applicable,neither,female
1200,4_32494.jpg,yes,"female, sitting &","female, upper body with legs &","suggestive, promotional",not applicable,neither,female
1201,4_32714.jpg,yes,female-standing & female-standing,female-upper body with legs & female-upper body with legs,"sociable, attractive",no males shown,neither,female
1202,4_32844.jpg,yes,"female, seated &","female, upper body with legs &",confident and approachable,no males portrayed,neither,female
1203,4_33574.jpg,yes,male jumping & male celebrating & male bowling,male upper body with legs & male upper body with legs & male upper body with legs,no females present,"positively, actively in sports",neither,male
1204,4_3364.jpg,yes,"female, standing","female, upper body with legs",confident and athletic,not applicable,neither,female
1205,4_34244.jpg,yes,"female, bending over","female, upper body without legs","active, in a snorkeling pose",no males shown,neither,female
1206,4_3594.jpg,yes,"female, kneeling.","female, upper body with legs.","graceful, elegant.",no males shown.,neither.,female.
1207,4_36464.jpg,yes,female-standing & female-standing & female-standing & female-standing & female-standing,female-upper body with legs & female-upper body with legs & female-upper body with legs & female-upper body with legs & female-upper body with legs,"confident, diverse, positive",no males portrayed,neither,female
1208,4_36514.jpg,yes,"female, standing","female, upper body with legs",stylized and glamorous,not applicable,neither,female
1209,4_39034.jpg,yes,"male, seated","male, upper body with legs",no females portrayed,"confident, athletic",neither,male
1210,4_39114.jpg,yes,female walking & male standing & female standing & male standing,female upper body with legs & male upper body with legs & female upper body with legs & male upper body with legs,"confident, carefree","observing, indifferent",female,female
1211,4_40024.jpg,yes,"female, standing","female, upper body with legs","confident, attractive.",not applicable (no males shown).,neither,female
1212,4_40914.jpg,yes,"female, standing","female, upper body with legs","casual, focused, possibly pensive",no males shown,neither,female
1213,4_40984.jpg,yes,"female, smiling","female, face only","positively, smiling",not applicable,neither,female
1214,4_41084.jpg,yes,"female, standing & male, standing & female, sitting & male, standing & female, standing & male, standing","female, upper body with legs & male, upper body with legs & female, upper body with legs & male, upper body with legs & female, upper body with legs & male, upper body with legs","confident, stylish","confident, relaxed",neither,female
1215,4_41494.jpg,yes,male standing & female lying & male standing & female standing & male standing & female standing & female standing,male upper body with legs & female upper body with legs & male upper body with legs & female upper body with legs & male upper body with legs & female upper body with legs & female upper body with legs,victim of aggression,"varied, one aggressive",male,female
1216,4_41634.jpg,yes,"female, standing","female, upper body without legs","vulnerable, injured",not applicable – no males shown,neither,female
1217,4_4354.jpg,yes,female sitting & female sitting,female upper body with legs & female upper body with legs,"stylish, posed, confident",no males shown,neither,female
1218,4_45274.jpg,yes,"female, reclining &","female, upper body with legs &",glamorous and relaxed.,no males shown.,neither,female
1219,4_45364.jpg,yes,"female, standing","female, upper body with legs","confidence, health, beach enjoyment",no males shown,neither,female
1220,4_45484.jpg,yes,"female, standing","female, upper body with legs","confident, fit",n/a (no males),neither,female
1221,4_45864.jpg,yes,"female, seated &","female, upper body without legs &","playfully, provocatively",no male portrayed,female,female
1222,4_45974.jpg,yes,"male, standing","male, upper body with legs",no females shown,"strong, assertive, breaking chains",neither,male
1223,4_46334.jpg,yes,female sitting & male kneeling,female upper body with legs & male upper body without legs,"confident, poised","supportive, secondary",female,female
1224,4_46574.jpg,yes,"female, swimming","female, upper body with legs","athletic, poised",no male(s) present,neither,female
1225,4_47644.jpg,yes,"female, reclining","female, upper body with legs","sensual, relaxed",no males depicted,neither,female
1226,4_49974.jpg,yes,female sitting & female sitting,female upper body with legs & female upper body with legs,"engaged, happy, collaborative",no males to portray,neither,both
1227,4_51134.jpg,yes,"female, sitting & relaxed","female, upper body without legs",confident and contemplative,no males present,neither,female
1228,4_51204.jpg,yes,"female, standing","female, upper body with legs","glamorously, confidently",no males present,neither,female
1229,4_53464.jpg,yes,"female, sitting &","female, upper body with legs &",confidently alluring and poised,not applicable,neither,female
1230,4_54344.jpg,yes,male standing & female standing,male upper body with legs & female upper body with legs,"intimate, artistic, bold","interactive, engrossed",neither,both
1231,4_58994.jpg,yes,female-sitting & male-standing & male-standing & male-standing & male-standing,female-upper body with legs & male-lower body with legs & male-lower body with legs & male-lower body with legs & male-lower body with legs,"casual, youthful, relaxed.","informal, casual, partially cropped.",neither,female
1232,4_61864.jpg,yes,male standing & female standing & female standing & male standing,male upper body with legs & female upper body with legs & female upper body with legs & male upper body with legs,"confident, fashionable","confident, fashionable",neither,female
1233,4_61924.jpg,yes,"female, sitting &","female, upper body with legs &",confident and seductive,n/a (no males present),neither,female
1234,4_62154.jpg,yes,"female, seated","female, upper body with legs","confident, stylish",no male present,neither,female
1235,4_624.jpg,yes,female running & female running,female upper body with legs & female upper body with legs,active and energetic,there are no males portrayed,neither,both
1236,4_63004.jpg,yes,"female, standing","female, upper body without legs","confidently, possibly athletic",no males shown,neither,female
1237,4_63574.jpg,yes,female reclining,female upper body with legs,"elegantly, sensually",not applicable,female,female
1238,4_63914.jpg,yes,"female, posing","female, upper body with legs","glamorous, stylized",no males portrayed,neither,female
1239,4_63924.jpg,yes,"female, standing","female, upper body with legs","sensually, confidently",not applicable,neither,female
1240,4_64034.jpg,yes,"female, seated","female, upper body with legs","confident, fashionable",no males present,neither,female
1241,4_64214.jpg,yes,"female, standing","female, upper body without legs",playful and seductive,no males present,neither,female
1242,4_64224.jpg,yes,"female, seated","female, upper body with legs","sensually, confidently",no males present,neither,female
1243,4_64234.jpg,yes,female lying down,female upper body with legs,"relaxed, glamorous",no males present,neither,female
1244,4_64244.jpg,yes,"female, sitting","female, upper body with legs",confident and fashionable,no males present,neither,female
1245,4_64334.jpg,yes,"female, reclining &","female, upper body with legs &",seductively and relaxed,no males depicted,neither,female
1246,4_64374.jpg,yes,"female, seated","female, upper body with legs",stylish and relaxed,no males present,neither,female
1247,4_65074.jpg,yes,"male, active & male, dribbling & male, running","male, upper body with legs & male, upper body with legs & male, upper body with legs",no females portrayed,"athletically, dynamically",neither,male
1248,4_65114.jpg,yes,"female, lying down","female, upper body with legs","vulnerable, with visible injuries",no males present,neither,female
1249,4_65204.jpg,yes,"female, sitting","female, upper body with legs","enjoying, relaxed",not applicable,neither,female
1250,4_65364.jpg,yes,female standing & female standing & female standing,female upper body with legs & female upper body with legs & female upper body with legs,"happy, celebratory",no males portrayed,neither,female
1251,4_65594.jpg,,,,,,,
1252,4_65694.jpg,yes,"female, seated","female, upper body with legs","confident, attractive",no males shown,neither,female
1253,4_66114.jpg,yes,"female, sitting","female, upper body with legs",sensually eating a burger,no males shown,neither,female
1254,4_66524.jpg,yes,"female, standing","female, upper body without legs","concerned, vulnerable",no males shown,neither,female
1255,4_70544.jpg,yes,"male, seated","male, upper body with legs",not applicable,"confident, relaxed",neither,male
1256,4_7114.jpg,yes,female reclining & female facing forward,female upper body with legs & female upper body with legs,"in relaxed, seductive poses",not applicable,neither,female
1257,4_71334.jpg,yes,"male, sitting","male, upper body with legs",not applicable,"casual, relaxed",neither,male
1258,4_71814.jpg,,,,,,,
1259,4_75194.jpg,yes,"male, leaning","male, upper body with legs",no females portrayed,"casual, confident",neither,male
1260,4_7604.jpg,yes,male standing & male standing & male standing & male standing & male standing & male standing & male standing & male standing,male upper body with legs & male upper body with legs & male upper body with legs & male upper body with legs & male upper body with legs & male upper body with legs & male upper body with legs & male upper body with legs,no females shown,"portrayed casually, confidently",neither,neither
1261,4_77024.jpg,yes,"female, lying down","female, upper body with legs","posed, direct gaze",no males present,neither,female
1262,4_77114.jpg,yes,"female, standing","female, upper body with legs","confident, appealing",no males present,female,female
1263,4_77284.jpg,yes,"female, lying down & female, smiling","female, upper body with legs & female, upper body with legs","positively, confidently",not applicable,neither,female
1264,4_77384.jpg,yes,"female, sitting","female, upper body with legs","fashionably, confidently",no males present,neither,female
1265,4_774.jpg,yes,"female, planking position","female, upper body with legs",portrayed as strong and active,no males portrayed,neither,female
1266,4_77784.jpg,yes,"male, standing","male, upper body with legs",no females portrayed,"confident, thoughtful",neither,male
1267,4_77814.jpg,yes,female standing & female standing & female standing,female upper body with legs & female upper body with legs & female upper body with legs,"confident, stylish, and casual",there are no males portrayed.,neither,female
1268,4_78064.jpg,yes,female sitting & female standing,female upper body with legs & female upper body with legs,"relaxed, comfortable, approachable",no males portrayed,neither,female
1269,4_7864.jpg,yes,"male, jumping","male, upper body with legs",no females shown,"active, playful",neither,male
1270,4_80264.jpg,yes,"female, leaning pose","female, upper body with legs",confident and stylish.,no males shown.,neither,female
1271,4_80994.jpg,yes,"female, yawning & stretching","female, upper body without legs","casual, relaxed, unprepared",there are no males portrayed.,neither,female
1272,4_84074.jpg,yes,"female, standing &","female, upper body without legs &","positively, possibly advertising a product.",no males present.,neither,female
1273,4_84094.jpg,yes,"female, facing forward","female, face only","attractively, with a beauty product",there are no males depicted,neither,female
1274,4_84134.jpg,yes,"female, standing &","female, upper body with legs",confident and glamorous,not applicable,female,female
1275,4_84784.jpg,yes,female standing & female sitting & female sitting,female upper body without legs & female upper body without legs & female upper body without legs,"playful, happy, engaged in fun activity",,neither,female
1276,4_84834.jpg,yes,female jumping & male jumping & female jumping,female upper body with legs & male upper body with legs & female upper body with legs,playfully; energetic,playful; surprised expression,neither,female
1277,4_85234.jpg,yes,"female, facing forward","female, face only","glamorous, focused",no males shown,neither,female
1278,4_854.jpg,yes,"female, standing &","female, upper body with legs &","casually, relaxed, smiling",no males present,neither,female
1279,4_86114.jpg,yes,female sitting & female sitting & female sitting & female sitting & female sitting & female sitting,female upper body with legs & female upper body with legs & female upper body with legs & female upper body with legs & female upper body with legs & female upper body with legs,"confidently, diverse beauty",no males portrayed,neither,female
1280,4_86124.jpg,yes,female standing & female standing,female upper body with legs & female upper body with legs,"confident, diverse, attractive",no males present,neither,both
1281,4_86254.jpg,yes,"female, seated &","female, upper body with legs &","sensual, vulnerable",there are no males portrayed.,neither,female
1282,4_86274.jpg,yes,female standing & female standing & female standing & female standing & female standing,female upper body with legs & female upper body with legs & female upper body with legs & female upper body with legs & female upper body with legs,"positively, confidently, diverse body types",there are no males to portray,neither,female
1283,4_87614.jpg,yes,"female, hanging upside down","female, upper body with legs","playful, unconventional",no male portrayed,neither,female
1284,4_904.jpg,yes,female standing & female partial,female upper body with legs & female upper body without legs,"active, happy, casual",not applicable,neither,female
1285,4_90744.jpg,yes,"female, standing",female & upper body with legs,"confident, relaxed",not applicable,neither,female
1286,4_9204.jpg,yes,female standing & female standing & female standing & male standing,female upper body with legs & female upper body with legs & female upper body with legs & male upper body with legs,"confident, fashionable.","casual, distant.",neither,female
1287,4_93394.jpg,yes,"female, standing","female, upper body with legs",confidently posed,no males portrayed,neither,female
1288,4_94324.jpg,yes,"female, facing forward","female, face only",confident and glamorous,not applicable,neither,female
1289,4_9454.jpg,yes,"female, standing","female, upper body with legs","stylish, confident",not applicable,neither,female
1290,4_94774.jpg,yes,"female, leaning head","female, face only","attractive, glamorous",no males portrayed,neither,female
1291,4_94784.jpg,yes,"female, standing &","female, upper body with legs &",confident and stylish,no males present,neither,female
1292,4_94964.jpg,yes,"female, reclining","female, upper body with legs","sensual, confident",no males depicted,neither,female
1293,4_9594.jpg,yes,"female, standing","female, upper body with legs","confidently, possibly in a fashion ad",no males present,neither,female
1294,4_9654.jpg,yes,"female, reclining &","female, upper body with legs &","seductive, glamorous",no males to portray,female,female
1295,4_97654.jpg,yes,"female, standing","female, upper body with legs","glamorous, confident",no males portrayed,neither,female
1296,4_97684.jpg,yes,"female, standing &","female, upper body with legs &",confident and promotional,no males portrayed,neither,female
1297,4_97694.jpg,yes,"female, standing","female, upper body with legs","confident, healthy, attractive",no males shown,neither,female
1298,4_97804.jpg,yes,"male, standing","male, upper body with legs",no females shown,fit and healthy,neither,male
1299,4_9914.jpg,yes,"female, standing","female, upper body with legs","attractively, confident",no males shown,neither,female
1300,5_100695.jpg,yes,female & standing,female & upper body with legs,"confident, strong posture.",not applicable.,neither,female
1301,5_102825.jpg,yes,female smiling & female smiling,female face only & female face only,"positively, healthy, bright, attractive.",there are no males to describe.,neither,female
1302,5_103025.jpg,yes,"female, curled posture","female, upper body without legs","vulnerable, exposed",no males present,neither,female
1303,5_103725.jpg,yes,"female, standing &","female, upper body with legs &","playfully, suggestively",no males present,neither,female
1304,5_106635.jpg,yes,"female, standing","female, upper body without legs","confident, athletic",no males portrayed,neither,female
1305,5_106715.jpg,yes,"female, leaning with leg raised &","female, upper body with legs &",athletic and confident,not applicable,neither,female
1306,5_106895.jpg,yes,"female, running posture","female, upper body with legs","active, athletic, dynamic",no males shown,neither,female
1307,5_107005.jpg,yes,"male, crouching &","male, upper body with legs &",no females depicted.,"male portrayed strong, athletic.",neither,male
1308,5_107825.jpg,yes,"female, leaning back &","female, upper body without legs &","relaxed, enjoying personal care",there are no males portrayed.,neither,female
1309,5_107955.jpg,yes,female lying & male standing & male standing,female upper body with legs & male upper body with legs & male upper body with legs,"joyful, relaxed, confident.","protective, caring.",neither,female
1310,5_108015.jpg,yes,female lying & male sitting,female upper body with legs & male upper body with legs,"intimate, cared for","protective, comforting",neither,both
1311,5_108185.jpg,yes,female & neutral,female & face only,"expressive, focused, possibly surprised",no males portrayed.,neither,female
1312,5_115385.jpg,yes,female-seated & male-seated,female-upper body with legs & male-upper body with legs,"casual, relaxed, enjoying.","cheerful, engaging, relaxed.",neither,both
1313,5_115905.jpg,yes,female seated & male seated & female seated,female upper body with legs & male upper body with legs & female upper body with legs,"calm, focused, elegant","engaged, attentive",neither,female
1314,5_116145.jpg,yes,"male, standing","male, upper body without legs",not applicable,"playful, humorous",neither,male
1315,5_116205.jpg,yes,"female, standing","female, upper body without legs","sensually, holding fruit",no males present,neither,female
1316,5_116295.jpg,yes,"female, reclining","female, upper body with legs","sensual, close to nature",no males shown.,neither,female
1317,5_116355.jpg,yes,male sitting & female sitting & male sitting,male upper body with legs & female upper body with legs & male upper body with legs,"sensual, close to males","intimate, physically close to female",neither,both
1318,5_116435.jpg,yes,"female, standing","female, upper body with legs",confident and elegant,no males depicted,neither,female
1319,5_116445.jpg,yes,female standing & female standing & female standing & female standing & female standing,female upper body with legs & female upper body with legs & female upper body with legs & female upper body with legs & female upper body with legs,"confident, united for a cause.",[no males present in the image],neither,female
1320,5_116545.jpg,yes,"male, standing","male, upper body with legs",no females shown,"confident, athletic",neither,male
1321,5_11655.jpg,yes,"female, standing","female, upper body with legs","elegantly, with some sensuality",no males shown,neither,female
1322,5_116555.jpg,yes,"female, standing","female, upper body without legs","sensually, suggestively",not applicable,female,female
1323,5_116585.jpg,yes,male-standing,male-upper body without legs,not applicable,playful or humorous,neither,male
1324,5_119255.jpg,yes,female standing & female standing,female upper body with legs & female upper body with legs,"stylish, poised",no males present,neither,female
1325,5_119485.jpg,yes,"female, leaning","female, upper body with legs","confident, composed",no males present,neither,female
1326,5_120005.jpg,yes,"female, seated &","female, upper body with legs &","confident, relaxed",not applicable,neither,female
1327,5_121145.jpg,yes,male standing & female sitting,male upper body with legs & female upper body with legs,"confident, fashionable","styled, casual",neither,female
1328,5_121435.jpg,yes,"female, standing","female, upper body with legs","confident, athletic",no males shown,neither,female
1329,5_122135.jpg,yes,"female, seated","female, upper body with legs","stylish, composed",not applicable,neither,female  please keep in mind that these observations are based on visual elements present in the image and are subjective.
1330,5_122245.jpg,yes,"female, leaning","female, upper body without legs","stylish, contemplative",no males present,neither,female
1331,5_122325.jpg,yes,"female, leaning pose","female, upper body with legs","confident, stylish",no males shown,female,female
1332,5_123095.jpg,yes,"female, seated &","female, upper body with legs &","confident, happy, promotional.",not applicable.,neither.,female.
1333,5_124205.jpg,yes,female running & male running,female upper body with legs & male upper body with legs,"active, healthy, energetic","active, healthy, energetic",neither,both
1334,5_124435.jpg,yes,"female, standing","female, upper body with legs","confident, fit, attractive",no males portrayed,neither,female
1335,5_124745.jpg,yes,female standing & female standing,female upper body with legs & female upper body with legs,"confident, stylish",not applicable,neither,female
1336,5_12605.jpg,yes,"female, standing","female, upper body with legs",playfully and casually,no male(s) shown,neither,female
1337,5_126075.jpg,yes,"female, standing &","female, upper body with legs &","confident, appealing",no males present,neither,female
1338,5_127715.jpg,yes,"male, sitting &","male, upper body without legs &",not applicable,"innocent, unaware",neither,male
1339,5_128935.jpg,yes,male-standing & female-sitting,male-upper body with legs & female-upper body without legs,"focused, professional, engaged in work","active, sporty, mid-action",neither,female
1340,5_129065.jpg,yes,"female, standing","female, upper body with legs","confident, powerful",no males present,female,female
1341,5_130165.jpg,yes,"female, standing","female, upper body with legs","confident, happy",no males to portray,neither,female
