Year,movieID,Actor_ID,Ethnicity,order,dob,age
1953,tt0046080,nm0146905,6,5,1888,65
1953,tt0046080,nm0709681,6,7,1918,35
1953,tt0046080,nm0241589,4,8,1899,54
1953,tt0046080,nm0913094,6,9,1878,75
1953,tt0046080,nm0721999,6,10,1931,22
1953,tt0046080,nm0930713,6,11,1924,29
1953,tt0046080,nm0026695,3,13,1915,38
1953,tt0046080,nm0064604,6,16,1909,44
1953,tt0046081,nm0916067,6,1,1889,64
1953,tt0046081,nm0350324,6,2,1877,76
1953,tt0046081,nm0214168,6,4,1909,44
1953,tt0046081,nm0096458,6,5,1915,38
1953,tt0046081,nm0511854,6,6,1939,14
1953,tt0046081,nm0783003,6,14,1905,48
1953,tt0046085,nm0000022,3,1,1901,52
1953,tt0046085,nm0000038,6,2,1929,24
1953,tt0046085,nm0001257,6,3,1922,31
1953,tt0046085,nm0640614,6,8,1905,48
1953,tt0046087,nm0001509,3,1,1917,36
1953,tt0046087,nm0001471,6,2,1926,27
1953,tt0046087,nm0370821,6,5,1905,48
1953,tt0046087,nm0833865,6,6,1913,40
1953,tt0046087,nm0596056,6,7,1914,39
1953,tt0046087,nm0502766,4,8,1907,46
1953,tt0046087,nm0898643,4,9,1908,45
1953,tt0046087,nm0472816,2,10,1922,31
1953,tt0046087,nm0036603,6,11,1909,44
1953,tt0046087,nm0039954,6,12,1909,44
1953,tt0046087,nm0053354,4,13,1894,59
1953,tt0046087,nm0104585,3,14,1897,56
1953,tt0046087,nm0114319,6,15,1884,69
1953,tt0046087,nm0163902,6,18,1878,75
1953,tt0046094,nm0000034,6,1,1918,35
1953,tt0046094,nm0000057,4,2,1910,43
1953,tt0046094,nm0876451,6,4,1908,45
1953,tt0046094,nm0011625,6,5,1930,23
1953,tt0046094,nm0093769,6,6,1895,58
1953,tt0046094,nm0711855,4,7,1897,56
1953,tt0046095,nm0001766,6,1,1907,46
1953,tt0046095,nm0534045,4,2,1908,45
1953,tt0046095,nm0000955,6,3,1903,50
1953,tt0046095,nm0157893,6,4,1913,40
1953,tt0046095,nm0226109,6,5,1905,48
1953,tt0046095,nm0030194,6,6,1897,56
1953,tt0046095,nm0001181,2,7,1920,33
1953,tt0046095,nm0357111,4,8,1876,77
1953,tt0046095,nm0495396,6,9,1913,40
1953,tt0046095,nm0282418,6,10,1882,71
1953,tt0046095,nm0444740,6,13,1896,57
1953,tt0046095,nm0047677,6,16,1907,46
1953,tt0046095,nm0059152,6,17,1912,41
1953,tt0046095,nm0080948,6,18,1914,39
1953,tt0046105,nm0301887,6,1,1918,35
1953,tt0046105,nm0390215,6,2,1930,23
1953,tt0046105,nm0070807,3,3,1920,33
1953,tt0046105,nm0635798,6,4,1911,42
1953,tt0046105,nm0022367,6,7,1904,49
1953,tt0046105,nm0141311,6,8,1909,44
1953,tt0046105,nm0671985,6,11,1907,46
1953,tt0046105,nm0447043,6,14,1884,69
1953,tt0046105,nm0896094,6,16,1896,57
1953,tt0046105,nm0283170,6,18,1898,55
1953,tt0044953,nm0000071,6,1,1908,45
1953,tt0044953,nm0001463,6,2,1927,26
1953,tt0044953,nm0752813,6,3,1909,44
1953,tt0044953,nm0576127,6,4,1920,33
1953,tt0044953,nm0593612,6,5,1903,50
1953,tt0046121,nm0790171,6,1,1900,53
1953,tt0046121,nm0186415,6,3,1918,35
1953,tt0046121,nm0581197,6,4,1919,34
1953,tt0046121,nm0604831,3,8,1902,51
1953,tt0046121,nm0723634,0,10,1909,44
1953,tt0046121,nm0247691,6,11,1930,23
1953,tt0046121,nm0314947,4,12,1915,38
1953,tt0046121,nm0423460,6,13,1892,61
1953,tt0046121,nm0269514,5,15,1894,59
1953,tt0046121,nm0598574,4,16,1919,34
1953,tt0046121,nm0106248,6,17,1917,36
1953,tt0046121,nm0003424,6,18,1887,66
1953,tt0046122,nm0137023,6,1,1925,28
1953,tt0046122,nm0371536,6,2,1927,26
1953,tt0046122,nm0285922,6,3,1898,55
1953,tt0046122,nm0916253,6,4,1915,38
1953,tt0046122,nm0001812,4,5,1925,28
1953,tt0046122,nm0867538,6,7,1898,55
1953,tt0046122,nm0798855,5,8,1912,41
1953,tt0046122,nm0389593,0,9,1920,33
1953,tt0046122,nm2916826,6,12,1906,47
1953,tt0046122,nm0333122,0,13,1917,36
1953,tt0046122,nm0595415,6,14,1897,56
1953,tt0046122,nm0853540,3,16,1913,40
1953,tt0046122,nm0860549,6,18,1889,64
1953,tt0044962,nm0751426,6,1,1907,46
1953,tt0044962,nm0007222,6,2,1907,46
1953,tt0044962,nm0933810,6,3,1916,37
1953,tt0044962,nm0157893,6,4,1913,40
1953,tt0044962,nm0924011,6,5,1914,39
1953,tt0044962,nm0002063,6,6,1911,42
1953,tt0044962,nm0111702,6,7,1914,39
1953,tt0044962,nm0227644,4,8,1887,66
1953,tt0044962,nm0878354,6,9,1907,46
1953,tt0044962,nm0867538,6,10,1898,55
1953,tt0044962,nm0408586,6,11,1901,52
1953,tt0044962,nm0064792,0,12,1902,51
1953,tt0044962,nm0103357,6,13,1893,60
1953,tt0044962,nm0048448,6,15,1892,61
1953,tt0044962,nm0071913,6,17,1896,57
1953,tt0046126,nm0000054,6,1,1926,27
1953,tt0046126,nm0001072,6,2,1905,48
1953,tt0046126,nm0676492,6,3,1926,27
1953,tt0046126,nm0795289,3,4,1917,36
1953,tt0046126,nm0640614,6,5,1905,48
1953,tt0046126,nm0020005,6,6,1923,30
1953,tt0046126,nm0933311,6,7,1900,53
1953,tt0046126,nm0878354,6,8,1907,46
1953,tt0046126,nm0172660,6,9,1897,56
1953,tt0046126,nm0942926,0,10,1894,59
1953,tt0046126,nm0023007,6,12,1907,46
1953,tt0046126,nm0105351,6,14,1932,21
1953,tt0046126,nm0001013,6,15,1921,32
1953,tt0046126,nm0177806,6,16,1917,36
1953,tt0046126,nm0255056,6,18,1933,20
1953,tt0046130,nm0000817,6,1,1908,45
1953,tt0046130,nm0876211,6,2,1911,42
1953,tt0046130,nm0824621,6,3,1930,23
1953,tt0046130,nm0584119,6,5,1911,42
1953,tt0046130,nm0568587,6,7,1905,48
1953,tt0046130,nm0914520,3,8,1888,65
1953,tt0046130,nm0341526,3,9,1916,37
1953,tt0046130,nm0047459,6,10,1913,40
1953,tt0046130,nm0141311,6,11,1909,44
1953,tt0046130,nm0456724,4,13,1897,56
1953,tt0046130,nm0949355,6,15,1905,48
1953,tt0046130,nm0776746,6,16,1896,57
1953,tt0046130,nm0903634,6,17,1894,59
1953,tt0251905,nm0335510,6,1,1911,42
1953,tt0251905,nm0139792,6,3,1925,28
1953,tt0251905,nm0681055,6,4,1922,31
1953,tt0251905,nm0887975,6,6,1907,46
1953,tt0251905,nm0847993,6,7,1931,22
1953,tt0251905,nm0528677,4,9,1897,56
1953,tt0251905,nm0480156,6,10,1897,56
1953,tt0251905,nm0838412,6,11,1908,45
1953,tt0251905,nm0101394,6,12,1890,63
1953,tt0251905,nm0352368,4,13,1899,54
1953,tt0251905,nm0368120,6,14,1886,67
1953,tt0251905,nm0868177,6,16,1887,66
1953,tt0046140,nm0020942,6,1,1920,33
1953,tt0046140,nm1405361,6,2,1940,13
1953,tt0046140,nm0001620,6,3,1919,34
1953,tt0046140,nm0054117,6,4,1902,51
1953,tt0046140,nm0189051,6,7,1905,48
1953,tt0046140,nm0000559,6,8,1931,22
1953,tt0046140,nm0367543,6,10,1901,52
1953,tt0046140,nm0715577,6,17,1917,36
1953,tt0046141,nm0000810,6,1,1907,46
1953,tt0046141,nm0204625,6,3,1925,28
1953,tt0046141,nm0722438,4,4,1904,49
1953,tt0046141,nm0752846,6,5,1921,32
1953,tt0046141,nm0242010,6,6,1902,51
1953,tt0046141,nm0122470,6,8,1911,42
1953,tt0046141,nm0080948,6,9,1914,39
1953,tt0046141,nm0555529,6,14,1904,49
1953,tt0046141,nm0567080,6,15,1895,58
1953,tt0046141,nm0641776,6,17,1890,63
1953,tt0046141,nm0778620,6,18,1911,42
1953,tt0046143,nm0601062,6,1,1924,29
1953,tt0046143,nm0351947,6,2,1901,52
1953,tt0046143,nm0485977,6,3,1917,36
1953,tt0046143,nm0423460,6,5,1892,61
1953,tt0046143,nm0615993,6,6,1884,69
1953,tt0046143,nm0176773,6,9,1913,40
1953,tt0046143,nm0903628,6,11,1890,63
1953,tt0046143,nm0921131,6,13,1889,64
1953,tt0046143,nm0257140,6,14,1913,40
1953,tt0046143,nm0577865,6,16,1915,38
1953,tt0046143,nm0587117,3,17,1891,62
1953,tt0046156,nm0000810,6,1,1907,46
1953,tt0046156,nm0204625,6,3,1925,28
1953,tt0046156,nm0242010,6,4,1902,51
1953,tt0046156,nm0752846,6,5,1921,32
1953,tt0046156,nm0163417,6,6,1889,64
1953,tt0046156,nm0122470,6,7,1911,42
1953,tt0046156,nm0047534,6,9,1886,67
1953,tt0046156,nm0177806,6,11,1917,36
1953,tt0046156,nm0352368,4,12,1899,54
1953,tt0046156,nm0491591,6,14,1914,39
1953,tt0046156,nm0520968,6,15,1898,55
1953,tt0046156,nm0555529,6,16,1904,49
1953,tt0046156,nm0562771,6,17,1897,56
1953,tt0046156,nm0567080,6,18,1895,58
1953,tt0046161,nm0000042,6,1,1913,40
1953,tt0046161,nm0312890,6,2,1905,48
1953,tt0046161,nm0124236,6,6,1904,49
1953,tt0046161,nm0233247,6,7,1926,27
1953,tt0046165,nm0561765,6,1,1920,33
1953,tt0046165,nm0002104,6,2,1910,43
1953,tt0046165,nm0001247,6,3,1919,34
1953,tt0046165,nm0492631,6,4,1930,23
1953,tt0046165,nm0445523,6,5,1890,63
1953,tt0046165,nm0404665,6,6,1920,33
1953,tt0046165,nm0002063,6,7,1911,42
1953,tt0046165,nm0007218,6,8,1904,49
1953,tt0046165,nm0060904,6,10,1888,65
1953,tt0046165,nm0107151,6,12,1890,63
1953,tt0046165,nm0525154,6,14,1928,25
1953,tt0046165,nm0080948,6,16,1914,39
1953,tt0046165,nm0785929,6,17,1888,65
1953,tt0046165,nm0288304,4,18,1899,54
1953,tt0046178,nm0707843,4,1,1923,30
1953,tt0046178,nm0103722,6,3,1924,29
1953,tt0046178,nm0935415,6,4,1884,69
1953,tt0046178,nm0256216,6,5,1897,56
1953,tt0046178,nm0160686,6,6,1927,26
1953,tt0046178,nm0002063,6,7,1911,42
1953,tt0046178,nm0096458,6,8,1915,38
1953,tt0046178,nm0531756,6,9,1914,39
1953,tt0046178,nm0340706,6,10,1917,36
1953,tt0046178,nm0285620,6,11,1922,31
1953,tt0046178,nm0293466,6,13,1923,30
1953,tt0046178,nm0276452,4,15,1916,37
1953,tt0046178,nm0338664,6,16,1921,32
1953,tt0046178,nm0226109,6,17,1905,48
1953,tt0046178,nm0334040,4,18,1908,45
1953,tt0046186,nm0484636,6,6,1921,32
1953,tt0046186,nm0833340,6,9,1892,61
1953,tt0046186,nm0052435,6,10,1911,42
1953,tt0046186,nm0548270,6,12,1886,67
1953,tt0046186,nm0026049,6,13,1895,58
1953,tt0046186,nm0709478,6,14,1914,39
1953,tt0046186,nm0621789,6,15,1924,29
1953,tt0046187,nm0001847,6,1,1914,39
1953,tt0046187,nm0676492,6,2,1926,27
1953,tt0046187,nm0728812,6,3,1902,51
1953,tt0046187,nm0904531,6,4,1913,40
1953,tt0046187,nm0453006,6,5,1922,31
1953,tt0046187,nm0099071,6,6,1907,46
1953,tt0046187,nm0832065,4,7,1904,49
1953,tt0046187,nm0046373,6,8,1914,39
1953,tt0046187,nm0104585,3,10,1897,56
1953,tt0046187,nm0126075,6,11,1913,40
1953,tt0046187,nm0141651,3,12,1906,47
1953,tt0046187,nm0174692,6,13,1886,67
1953,tt0046187,nm0177949,4,14,1906,47
1953,tt0046187,nm0253140,4,15,1898,55
1953,tt0046187,nm0302664,6,16,1903,50
1953,tt0046196,nm0001229,6,1,1916,37
1953,tt0046196,nm0528658,6,2,1926,27
1953,tt0046196,nm0575756,6,3,1919,34
1953,tt0046196,nm0838066,6,4,1903,50
1953,tt0046196,nm0565887,6,5,1924,29
1953,tt0046196,nm0635329,6,6,1916,37
1953,tt0046196,nm0898085,6,7,1885,68
1953,tt0046196,nm0740295,6,8,1901,52
1953,tt0046196,nm0241523,6,9,1889,64
1953,tt0046196,nm0055151,6,10,1909,44
1953,tt0046198,nm0000032,6,1,1923,30
1953,tt0046198,nm0281766,6,2,1923,30
1953,tt0046198,nm0012443,6,3,1921,32
1953,tt0046198,nm0875861,6,4,1919,34
1953,tt0046198,nm0356004,4,6,1888,65
1953,tt0046198,nm0104770,6,8,1912,41
1953,tt0046198,nm0709695,6,9,1909,44
1953,tt0046198,nm0017458,6,11,1908,45
1953,tt0046198,nm0068216,6,12,1898,55
1953,tt0046198,nm0104585,3,14,1897,56
1953,tt0046198,nm0271294,6,18,1901,52
1953,tt0046202,nm0001983,6,1,1922,31
1953,tt0046202,nm0130794,6,2,1925,28
1953,tt0046202,nm0593192,6,3,1918,35
1953,tt0046202,nm0250271,6,4,1928,25
1953,tt0046202,nm0215000,4,6,1915,38
1953,tt0046202,nm0339121,6,7,1892,61
1953,tt0046202,nm0840178,6,8,1889,64
1953,tt0046202,nm0481756,4,9,1899,54
1953,tt0046202,nm0929057,6,10,1914,39
1953,tt0046202,nm0141651,3,11,1906,47
1953,tt0046202,nm0012113,4,12,1906,47
1953,tt0046202,nm0308257,6,14,1878,75
1953,tt0046202,nm0531614,6,15,1925,28
1953,tt0046202,nm0272432,6,16,1906,47
1953,tt0046202,nm0474628,6,17,1911,42
1953,tt0046204,nm0001333,6,1,1917,36
1953,tt0046204,nm0000032,6,2,1923,30
1953,tt0046204,nm0570615,6,3,1907,46
1953,tt0046204,nm0047810,6,4,1893,60
1953,tt0046204,nm0175472,6,5,1916,37
1953,tt0046204,nm0403391,4,7,1898,55
1953,tt0046204,nm0227644,4,9,1887,66
1953,tt0046204,nm0943618,6,11,1881,72
1953,tt0046204,nm0241589,4,12,1899,54
1953,tt0046204,nm0048448,6,14,1892,61
1953,tt0046204,nm0078940,4,16,1926,27
1953,tt0046204,nm0099071,6,18,1907,46
1953,tt0046208,nm0001135,6,1,1926,27
1953,tt0046208,nm0750640,6,2,1927,26
1953,tt0046208,nm0050073,6,3,1925,28
1953,tt0046208,nm0175472,6,4,1916,37
1953,tt0046208,nm0057422,3,5,1907,46
1953,tt0046208,nm0790171,6,6,1900,53
1953,tt0046208,nm0491591,6,7,1914,39
1953,tt0046208,nm0367497,3,8,1911,42
1953,tt0046208,nm0746705,6,9,1913,40
1953,tt0046208,nm0744841,6,11,1903,50
1953,tt0046208,nm0172909,4,16,1908,45
1953,tt0046208,nm0090008,3,17,1894,59
1953,tt0046208,nm0227243,0,18,1897,56
1953,tt0046209,nm0002108,6,1,1923,30
1953,tt0046209,nm0003110,6,2,1907,46
1953,tt0046209,nm0001947,3,3,1922,31
1953,tt0046209,nm0656980,4,4,1905,48
1953,tt0046209,nm0627945,4,5,1903,50
1953,tt0046209,nm0888349,4,7,1904,49
1953,tt0046209,nm0724090,4,8,1909,44
1953,tt0046209,nm0189051,6,10,1905,48
1953,tt0046209,nm0766810,6,11,1927,26
1953,tt0046209,nm0057637,4,13,1917,36
1953,tt0046209,nm0186833,4,15,1920,33
1953,tt0046209,nm0254834,6,16,1897,56
1953,tt0046209,nm0269514,5,17,1894,59
1953,tt0046210,nm0329832,6,1,1917,36
1953,tt0046210,nm0355653,0,2,1920,33
1953,tt0046210,nm0329827,4,3,1886,67
1953,tt0046210,nm0390215,6,5,1930,23
1953,tt0046210,nm0680883,6,6,1908,45
1953,tt0046210,nm0286704,4,8,1902,51
1953,tt0046210,nm0151334,6,9,1905,48
1953,tt0046210,nm0329828,6,10,1921,32
1953,tt0046210,nm0058778,6,11,1924,29
1953,tt0046210,nm0523912,6,12,1895,58
1953,tt0046210,nm0752878,4,13,1899,54
1953,tt0046210,nm0540992,4,14,1918,35
1953,tt0046210,nm0372271,6,16,1923,30
1953,tt0046210,nm0420159,4,17,1898,55
1953,tt0046212,nm0907785,6,1,1920,33
1953,tt0046212,nm0254616,6,2,1917,36
1953,tt0046212,nm0607554,6,3,1931,22
1953,tt0046212,nm0423460,6,4,1892,61
1953,tt0046212,nm0709478,6,5,1914,39
1953,tt0046212,nm0822994,6,6,1921,32
1953,tt0046212,nm0504160,6,12,1926,27
1953,tt0046212,nm0248050,6,16,1929,24
1953,tt0046213,nm0551550,6,1,1927,26
1953,tt0046213,nm0740718,6,2,1910,43
1953,tt0046213,nm0285861,6,3,1923,30
1953,tt0046213,nm0186608,6,8,1892,61
1953,tt0046213,nm0439817,4,11,1917,36
1953,tt0046223,nm0668361,4,1,1912,41
1953,tt0046223,nm0001656,6,2,1921,32
1953,tt0046223,nm0596056,6,3,1914,39
1953,tt0046223,nm0001033,6,4,1906,47
1953,tt0046223,nm0142273,6,5,1916,37
1953,tt0046223,nm0104770,6,6,1912,41
1953,tt0046223,nm0215308,6,8,1910,43
1953,tt0046223,nm0849586,6,9,1911,42
1953,tt0046223,nm0238855,6,11,1892,61
1953,tt0046223,nm0293418,6,12,1895,58
1953,tt0046223,nm0911955,4,13,1908,45
1953,tt0046223,nm0017674,4,14,1904,49
1953,tt0046223,nm0047677,6,16,1907,46
1953,tt0046223,nm0071986,6,18,1895,58
1953,tt0046230,nm0254381,6,1,1904,49
1953,tt0046230,nm0520467,6,2,1918,35
1953,tt0046230,nm0448836,6,3,1908,45
1953,tt0046230,nm0724188,6,4,1915,38
1953,tt0046230,nm0427157,6,5,1900,53
1953,tt0046230,nm0701500,4,6,1920,33
1953,tt0046230,nm0746705,6,7,1913,40
1953,tt0046230,nm0186833,4,8,1920,33
1953,tt0046230,nm0907170,6,9,1901,52
1953,tt0046230,nm0697156,4,10,1892,61
1953,tt0046230,nm0908124,4,11,1904,49
1953,tt0046230,nm0885195,4,12,1897,56
1953,tt0046230,nm0907553,0,13,1896,57
1953,tt0046230,nm0017674,4,14,1904,49
1953,tt0046230,nm0059152,6,16,1912,41
1953,tt0046230,nm0068216,6,17,1898,55
1953,tt0045077,nm0000058,6,1,1920,33
1953,tt0045077,nm0630132,6,2,1916,37
1953,tt0045077,nm0084219,6,3,1918,35
1953,tt0045077,nm0833865,6,4,1913,40
1953,tt0045077,nm0780038,6,5,1913,40
1953,tt0045077,nm0658250,6,6,1927,26
1953,tt0045077,nm0446438,4,7,1927,26
1953,tt0045077,nm0915840,4,9,1924,29
1953,tt0045077,nm0365345,4,10,1918,35
1953,tt0045077,nm0017674,4,11,1904,49
1953,tt0045077,nm0071986,6,18,1895,58
1953,tt0046232,nm0020942,6,1,1920,33
1953,tt0046232,nm1405361,6,2,1940,13
1953,tt0046232,nm0001620,6,3,1919,34
1953,tt0046232,nm0859183,6,4,1929,24
1953,tt0046232,nm0681055,6,5,1922,31
1953,tt0046232,nm0288830,3,6,1911,42
1953,tt0046232,nm0054253,6,7,1902,51
1953,tt0046232,nm0351744,6,8,1903,50
1953,tt0046232,nm0143806,3,10,1918,35
1953,tt0046232,nm0126075,6,12,1913,40
1953,tt0046232,nm0495270,6,13,1889,64
1953,tt0046232,nm0175410,6,14,1881,72
1953,tt0046232,nm0674741,4,15,1896,57
1953,tt0046232,nm0855827,4,16,1904,49
1953,tt0046235,nm0000742,6,1,1917,36
1953,tt0046235,nm0004496,6,2,1916,37
1953,tt0046235,nm0129894,6,3,1895,58
1953,tt0046235,nm0001450,6,4,1925,28
1953,tt0046235,nm0063619,6,5,1909,44
1953,tt0046235,nm0199268,3,6,1922,31
1953,tt0046235,nm0445868,6,7,1908,45
1953,tt0046235,nm0136293,6,9,1892,61
1953,tt0046235,nm0367670,6,10,1882,71
1953,tt0046235,nm0086627,6,14,1914,39
1953,tt0046235,nm0267670,6,15,1898,55
1953,tt0046235,nm0293418,6,16,1895,58
1953,tt0046235,nm0288311,6,18,1908,45
1953,tt0046238,nm0000011,4,1,1901,52
1953,tt0046238,nm0371536,6,3,1927,26
1953,tt0046238,nm0399870,6,5,1919,34
1953,tt0046239,nm0001791,4,1,1911,42
1953,tt0046239,nm0001257,6,2,1922,31
1953,tt0046239,nm0444476,6,3,1919,34
1953,tt0046239,nm0000063,6,4,1915,38
1953,tt0046239,nm0441069,3,5,1913,40
1953,tt0046239,nm0208125,6,6,1905,48
1953,tt0046239,nm0001181,2,8,1920,33
1953,tt0046239,nm0050019,6,9,1889,64
1953,tt0046239,nm0231529,3,10,1894,59
1953,tt0046239,nm0828314,6,12,1893,60
1953,tt0046239,nm0495285,6,13,1903,50
1953,tt0046239,nm0003224,6,15,1891,62
1953,tt0046239,nm0089524,6,17,1887,66
1953,tt0046239,nm0104585,3,18,1897,56
1953,tt0046245,nm0003318,3,1,1913,40
1953,tt0046245,nm0822492,3,2,1929,24
1953,tt0046245,nm0932565,4,3,1909,44
1953,tt0046245,nm0914808,6,5,1889,64
1953,tt0046245,nm0788288,4,6,1890,63
1953,tt0046245,nm0353628,6,7,1914,39
1953,tt0046245,nm0390676,6,8,1895,58
1953,tt0046245,nm0908124,4,9,1904,49
1953,tt0046245,nm0117269,6,10,1910,43
1953,tt0046245,nm0040090,6,16,1887,66
1953,tt0046245,nm0049852,6,17,1913,40
1953,tt0046246,nm0865262,6,1,1919,34
1953,tt0046246,nm0424318,6,2,1923,30
1953,tt0046246,nm0433150,6,3,1907,46
1953,tt0046246,nm0192958,6,5,1878,75
1953,tt0046246,nm0444584,6,7,1916,37
1953,tt0046246,nm0276155,6,10,1892,61
1953,tt0046246,nm0813450,6,15,1917,36
1953,tt0046247,nm0001739,6,2,1929,24
1953,tt0046247,nm0001514,4,3,1913,40
1953,tt0046247,nm0415591,4,6,1903,50
1953,tt0046247,nm0857147,6,7,1905,48
1953,tt0046247,nm0095524,6,8,1917,36
1953,tt0046247,nm0011625,6,12,1930,23
1953,tt0046247,nm0039169,6,13,1907,46
1953,tt0046247,nm0030516,6,14,1922,31
1953,tt0046247,nm0038066,3,15,1913,40
1953,tt0046247,nm0039954,6,16,1909,44
1953,tt0045097,nm0492444,6,1,1923,30
1953,tt0045097,nm0338901,6,2,1918,35
1953,tt0045097,nm0750023,6,3,1931,22
1953,tt0045097,nm0001991,6,4,1886,67
1953,tt0045097,nm0007995,3,5,1905,48
1953,tt0045097,nm0740718,6,9,1910,43
1953,tt0045097,nm0527017,6,10,1928,25
1953,tt0045097,nm0706978,6,13,1897,56
1953,tt0045097,nm0354989,6,14,1892,61
1953,tt0045097,nm0665327,3,15,1920,33
1953,tt0045097,nm0460432,3,16,1911,42
1953,tt0045097,nm0565887,6,17,1924,29
1953,tt0045097,nm0907170,6,18,1901,52
1953,tt0046250,nm0000060,6,1,1916,37
1953,tt0046250,nm0000734,6,3,1906,47
1953,tt0046254,nm0371775,6,1,1909,44
1953,tt0046254,nm0665327,3,3,1920,33
1953,tt0046254,nm0338664,6,4,1921,32
1953,tt0046254,nm0314065,6,5,1904,49
1953,tt0046254,nm0322658,0,6,1914,39
1953,tt0046254,nm0504423,6,7,1912,41
1953,tt0046254,nm0911314,4,10,1903,50
1953,tt0046254,nm0186608,6,15,1892,61
1953,tt0046254,nm0283314,0,17,1907,46
1953,tt0046258,nm0876211,6,1,1911,42
1953,tt0046258,nm0668510,6,2,1927,26
1953,tt0046258,nm0401064,6,4,1909,44
1953,tt0046258,nm0704660,6,5,1921,32
1953,tt0046258,nm0507252,6,8,1920,33
1953,tt0046258,nm0357963,6,9,1887,66
1953,tt0046258,nm0288304,4,10,1899,54
1953,tt0046258,nm0269514,5,13,1894,59
1953,tt0046262,nm0821041,6,1,1919,34
1953,tt0046262,nm0336531,6,2,1922,31
1953,tt0046262,nm0035159,6,3,1899,54
1953,tt0046262,nm0084098,6,4,1914,39
1953,tt0046262,nm0000748,6,5,1902,51
1953,tt0046262,nm0086469,6,6,1929,24
1953,tt0046262,nm0410011,6,10,1928,25
1953,tt0046262,nm0661577,3,12,1925,28
1953,tt0046262,nm0599894,6,14,1922,31
1953,tt0046262,nm0762329,6,15,1928,25
1953,tt0046265,nm0448004,6,2,1915,38
1953,tt0046265,nm0079012,6,3,1929,24
1953,tt0046265,nm0610950,4,6,1883,70
1953,tt0046265,nm0925929,0,7,1918,35
1953,tt0046265,nm0176773,6,8,1913,40
1953,tt0046265,nm0949355,6,9,1905,48
1953,tt0046265,nm0540047,6,12,1913,40
1953,tt0046266,nm0000810,6,1,1907,46
1953,tt0046266,nm0550820,6,3,1933,20
1953,tt0046266,nm0086259,1,6,1930,23
1953,tt0046266,nm0372271,6,7,1923,30
1953,tt0046266,nm0122470,6,9,1911,42
1953,tt0046266,nm0059152,6,10,1912,41
1953,tt0046266,nm0475080,6,12,1895,58
1953,tt0046266,nm0481756,4,13,1899,54
1953,tt0046266,nm0555529,6,14,1904,49
1953,tt0046266,nm0581611,6,15,1901,52
1953,tt0046266,nm0715192,6,17,1904,49
1953,tt0046269,nm0000028,6,1,1918,35
1953,tt0046269,nm0001289,4,2,1913,40
1953,tt0046269,nm0001452,6,3,1899,54
1953,tt0046269,nm0000752,6,4,1897,56
1953,tt0046269,nm0362567,6,5,1893,60
1953,tt0046269,nm0842981,6,6,1894,59
1953,tt0046269,nm0777363,4,7,1890,63
1953,tt0046269,nm0608909,4,8,1910,43
1953,tt0046269,nm0168939,6,17,1909,44
1953,tt0046272,nm0482881,6,1,1915,38
1953,tt0046272,nm0006428,6,2,1925,28
1953,tt0046272,nm0575756,6,3,1919,34
1953,tt0046272,nm0838066,6,4,1903,50
1953,tt0046272,nm0439959,6,5,1907,46
1953,tt0046272,nm0237025,6,6,1918,35
1953,tt0046272,nm0840330,6,7,1908,45
1953,tt0046272,nm0662700,4,8,1912,41
1953,tt0046272,nm0262623,6,9,1885,68
1953,tt0046272,nm0560091,6,10,1900,53
1953,tt0046272,nm0330574,4,11,1884,69
1953,tt0046272,nm0907553,0,14,1896,57
1953,tt0046272,nm0017674,4,16,1904,49
1953,tt0046271,nm0131713,6,1,1910,43
1953,tt0046271,nm0924011,6,2,1914,39
1953,tt0046271,nm0875861,6,3,1919,34
1953,tt0046271,nm0432827,6,4,1924,29
1953,tt0046271,nm0010240,6,5,1920,33
1953,tt0046271,nm0824496,6,7,1907,46
1953,tt0046271,nm0001013,6,8,1921,32
1953,tt0046271,nm0354989,6,11,1892,61
1953,tt0046271,nm0116230,6,12,1907,46
1953,tt0046271,nm0448004,6,13,1915,38
1953,tt0046271,nm0276452,4,14,1916,37
1953,tt0046271,nm0166477,6,15,1885,68
1953,tt0046271,nm0186608,6,18,1892,61
1953,tt0046275,nm0485226,6,1,1909,44
1953,tt0046275,nm0909040,6,3,1889,64
1953,tt0046275,nm0824496,6,4,1907,46
1953,tt0046275,nm0665842,6,5,1921,32
1953,tt0046275,nm0054117,6,6,1902,51
1953,tt0046275,nm0681055,6,8,1922,31
1953,tt0046275,nm0103048,4,10,1922,31
1953,tt0046275,nm0143806,3,11,1918,35
1953,tt0046275,nm0531810,6,12,1901,52
1953,tt0046275,nm0378026,6,13,1914,39
1953,tt0046275,nm0144185,6,15,1893,60
1953,tt0046275,nm0175410,6,17,1881,72
1953,tt0046275,nm0642648,6,18,1906,47
1953,tt0046276,nm0919321,6,1,1904,49
1953,tt0046276,nm0828234,6,2,1925,28
1953,tt0046276,nm0560091,6,3,1900,53
1953,tt0046276,nm0500273,4,4,1905,48
1953,tt0046276,nm0828314,6,5,1893,60
1953,tt0046276,nm0310843,6,7,1900,53
1953,tt0046276,nm0671985,6,8,1907,46
1953,tt0046276,nm0812813,3,12,1893,60
1953,tt0046280,nm0001509,3,1,1917,36
1953,tt0046280,nm0001471,6,2,1926,27
1953,tt0046280,nm0779507,6,3,1922,31
1953,tt0046280,nm0000544,6,4,1909,44
1953,tt0046280,nm0230948,6,5,1908,45
1953,tt0046280,nm0540416,6,6,1924,29
